WBAN Number|WMO Number|Call Sign|Climate Division Code|Climate Division State Code|Climate Division Station Code|Name|Location|Address|Latitude|Longitude|Ground Height|Station Height|Barometer Height|Time Zone
03013||LAA||||LAMAR, CO|LAMAR MUNICIPAL||38.04|-102.41|3703|3703|3673|
03016||RIL||||RIFLE, CO|GARFIELD COUNTY AIRPORT||39.32|-107.44|5548|5548|5548|
03017|72469|DEN|04|05|2211|DENVER, CO|DENVER INTERNATIONAL AP|NAT'L WEA SER OFC*10230 SMITH ROAD*DENVER, CO 80239-3238|39.50|-104.4|5380|5380|5380|
03024||BGD||||BORGER, TX|HUTCHINSON COUNTY AIRPORT||35.42|-101.23|3041|3041|3041|
03026||ITR||||BURLINGTON, CO|CARSON COUNTY AIRPORT||39.14|-102.17|4217|4217|4217|
03027||CQC||||CLINES CORNERS, NM|CLINES CORNERS||35.00|105.4|7086|7086|7086|
03028||SPD||||SPRINGFIELD, CO|COMANCHE NATL GRASSLAND||37.17|-102.37|4380|4380|4380|
03029||RQE||||WINDOW ROCK, AZ|WINDOW ROCK AIRPORT||35.40|-109.04|6739|6739|6739|
03030||GUY||||GUYMON, OK|GUYMON MUNICIPAL AIRPORT||36.41|-101.31|3132|3132|3132|
03031||ODO||||ODESSA, TX|ODESSA-SCHLEMEYER FIELD||31.55|-102.23|3001|3001|3001|
03032||6R6||||DRYDEN, TX|TERRELL COUNTY AIRPORT||30.03|-102.13|2322|2322|2322|
03102||ONT||||ONTARIO, CA|ONTARIO INTERNATIONAL ARPT||34.04|117.36|943|943|943|
03103|72375|FLG|02|02|3010|FLAGSTAFF, AZ|PULLIAM AIRPORT|NAT'L WEA SER OFC*R.R. 7 PULLIAM AP*FLAGSTAFF, AZ. 86001*|35.08|-111.4|7001|7001|7001|
03131||MYF||||SAN DIEGO, CA|MONTGOMERY FIELD||32.49|-117.08|423|423|423|
03145|722805|NYL||||YUMA, AZ|YUMA MCAS|ATTN  WEATHER SERVICE OFFICER*STATION OPS AND MAINT SQDN*BOX 99200*YUMA  AZ  85369-9220|32.39|-114.37|213|213|214|
03160|72387|DRA|04|26|2251|MERCURY, NV|DESERT ROCK AIRPORT|DESERT ROCK*WEA SER NUCLEAR SUPPORT OFC.*P0 BOX 94227*LAS VEGAS, NV. 89193-4227*|36.37|-116.02|3298|3310|3303|
03162|72371|PGA||||PAGE, AZ|PAGE MUNICIPAL AIRPORT||36.56|-111.27|4310|4290|4290|
03163||P38||||CALIENTE, NV|CALIENTE AIRPORT||37.37|-114.32|4380|4380|4380|
03164||CZZ||||CAMPO, CA|CAMPO||32.37|-116.28|2631|2631|2631|
03166||FUL||||FULLERTON, CA|FULLERTON MUNICIPAL AIRPT||33.52|-117.59|96|96|96|
03167||HHR||||HAWTHORNE, CA|HAWTHORNE MUNICIPAL ARPT||33.55|-118.2|63|63|63|
03170||P68||||EUREKA, NV|EUREKA||39.36|-116.01|6539|6539|6539|
03171||RAL||||RIVERSIDE, CA|RIVERSIDE MUNICIPAL AIRPT||33.57|-117.26|816|816|816|
03177||CRQ||||CARLSBAD, CA|CARLSBAD McCLELLAN-PALO AP||33.08|-117.17|328|328|328|
03178||SDM||||SAN DIEGO, CA|BROWN FIELD MUNICIPAL||32.34|-116.59|524|541|541|
03179||CNO||||CHINO, CA|CHINO AIRPORT||33.59|-117.38|650|650|650|
03184||DVT||||PHOENIX, AZ|PHOENIX-DEER VAL MUNI APT||33.41|-112.05|1476|1476|1476|
03195||GCN||||GRAND CANYON, AZ|GRAND CANYON NAT'L PARK||35.57|-112.09|6606|6606|6614|
03196||OLS||||NOGALES, AZ|NOGALES INTERNATIONAL APT||31.25|-110.51|3932|3932|3932|
03802||CKB||||CLARKSBURG, WV|CLARKSBURG BENEDUM AIRPORT||39.18|-80.14|1203|1203|1203|
03810||HKY|01|31|4020|HICKORY, NC|HICKORY REGIONAL AIPT|FLIGHT SERVICE STA/FAA*RT7,BOX #22*HICKORY,NC.*28601*|35.44|-81.23|1150|1188|1165|
03811||MKL|04|40|4556|JACKSON, TN|MCKELLAR-SIPES AIRPORT|FCWOS JACKSON*ROUTE 2, MCKELLAR FIELD*JACKSON, TN.*38301*|35.35|-88.55|413|422|419|
03812|72315|AVL|01|31|0300|ASHEVILLE, NC|ASHEVILLE REGIONAL AIRPORT|NAT'L WEA SER OFC*ASHEVILLE REG'L APRT.*P.O.BOX 219*FLETCHER, NC.28732*|35.26|-82.32|2200|2200|2200|
03813|72217|MCN|05|09|5443|MACON, GA|MIDDLE GA REGIONAL AIRPORT|NAT'L WEA SER OFC*LEWIS B WILSON AP*P.O. BOX 10046*MACON, GA. 31297|32.41|-83.39|358|358|358|
03816|72435|PAH|01|15|6110|PADUCAH, KY|BARKLEY REGIONAL ARPT|NAT'L WEA SER OFC*BARKLEY REGIONAL AP*2675 FISHER ROAD*WEST PADUCAH, KY  42086-9751*|37.04|-88.46|407|407|407|
03818||MAI||08|5367|MARIANNA, FL|MARIANNA MUNICIPAL AIRPORT||30.50|-85.11|113|113|113|
03820|72218|AGS|06|09|0495|AUGUSTA, GA|BUSH FIELD|NAT'L WEA SER OFC*1500 HANGAR RD.*BUSH FIELD AIRPORT*AUGUSTA,GA    30906-9684|33.22|-81.58|145|145|145|
03822|72207|SAV|09|09|7847|SAVANNAH, GA|MUNICIPAL AIRPORT|NAT'L WEA SER OFC*P.O. BOX #7207-GARDEN CITY BR.*SAVANNAH, GA.*31408*|32.07|-81.12|49|49|49|
03849|72329|LOZ|04|15|4898|LONDON, KY|LONDON-CORBIN AIRPORT|FAA/FLIGHT SERVICE STATION*586 AIRPORT ROAD*LONDON, KT.40741-8339*|37.05|-84.05|1189|1211|1193|
03853|722066|NRB||||MAYPORT, FL|MAYPORT NAF|NAVAL ATLANTIC METEOROLOGY AND OCEANOGRAPHY DET *BOX 280043 NAVAL AIR STATION* MAYPORT, FL  32228-0224|30.24|-81.25|16|14|24|
03855|722225|NPA||||PENSACOLA, FL|PENSACOLA NAS|NAVAL ATLANTIC METEOROLOGY AND*OCEANOGRAPHY FACILITY*NAVAL AIR STATION*PENSACOLA  FL  32508-7200|30.21|-87.19|20|30|36|
03856|72323|HSV|01|01|4064|HUNTSVILLE, AL|INTNAL/JONES FIELD|NATIONAL WEATHER SERVICE OFFICE*1000 GLENN HEARN BLVD #20007*HUNTSVILLE, AL. 35824-2103*|34.38|-86.47|629|629|629|
03860|72425|HTS|03|46|4393|HUNTINGTON, WV|TRI-STATE AIRPORT|NAT'L WEA SER OFC*TRI-STATE APT.1475 AIRPORT RD.*HUNTINGTON,WV.*25704*|38.23|-82.34|835|835|835|
03866|722345|NMM||||MERIDIAN, MS|MERIDIAN NAS|NAVAL TRAINING METEOROLOGY AND*OCEANOGRAPHY DETACHMENT*BOX 33  NAVAL AIR STATION*MERIDIAN  MS  39309-5030|32.33|-88.34|288|317|293|
03868||HUF||||TERRE HAUTE, IN|TERRE HAUTE INTL HULMAN FD||39.27|-87.19|585|585|585|
03870|72312|GSP|02|38|3747|GREER, SC|GREENVILLE-SPARTANBURG APT||34.54|-82.13|941|941|941|
03872|72412|BKW|04|46|0582|BECKLEY, WV|RALEIGH COUNTY MEMORIAL AP|NAT'L WEA SER OFC NOAA*MAIN TERMINAL BUILD*469 AIRPORT CIRCLE, RM 204*BEAVER, WV  25813-9759*|37.47|-81.07|2509|2509|2509|
03882||PFN||||PANAMA CITY, FL|PANAMA CITY-BAY CO. INT AP||30.13|-85.41|21|21|21|
03888||FTY||||ATLANTA, GA|FULTON CO APT - BROWN FLD||33.47|-84.31|841|841|841|
03889||JKL|04|15|4202|JACKSON, KY|JULIAN CARROLL AP|NAT'L WEA SER OFC*JULIAN CARROLL AP*P.O. BOX 252*JACKSON, KY 41339-0252*|37.35|-83.19|1354|1354|1354|
03893||BMG||||BLOOMINGTON, IN|MONROE COUNTY AIRPORT||39.08|-86.37|845|845|845|
03901||GGG||41|5342|LONGVIEW, TX|LONGVIEW GREGG COUNTY ARPT|NAT'L WEA SER MET OBS LONGVIEW*RT.4,BOX 535*HENDERSON,TX 75652|32.23|-94.43|365|365|365|
03904||CLL|04|41|1889|COLLEGE STATION, TX|EASTERWOOD FIELD|FCWOS-EASTERWOOD FIELD*FM2347, BOX 4*COLLEGE STATION, TX.*77840*|30.35|-96.22|314|328|317|
03919||SLN|05|14|7160|SALINA, KS|MUNICIPAL AIRPORT|FCWOS WEATHER OBSERVER*MUNICIPAL AIRPORT*2812A HEIN AVE*SALINA, KS.67401*              ARCHIVED BEGINGING 11/95|38.49|-97.4|1261|1282|1265|
03927|72259|DFW|03|41|2242|DALLAS-FORT WORTH, TX|REGIONAL AIRPORT|NAT'L WEA SER CONTRACT MET OBS*P.O.BOX 61086*DALLAS/FT.WORTH AP,TX 75261|32.54|-97.02|572|572|572|
03928|72450|ICT|08|14|8830|WICHITA, KS|MID-CONTINENT AIRPORT|NAT'L WEA SER OFC*2204 SOUTH TYLER RD*MID-CONTINENT AIRPORT*WICHITA,KS. 67209-3018*|37.39|-97.26|1339|1339|1339|
03929||GVW||||KANSAS CITY, MO|RICHARD GEBAUR||38.50|-94.34|1090|1090|1090|
03932||CSM||||CLINTON, OK|CLINTON-SHERMAN AIRPORT||35.20|-99.12|1922|1955|1955|
03935||CGI|05|23|1289|CAPE GIRARDEAU, MO|CAPE GIRARDEAU MUNI ARPT|FCWOS WEATHER OFFICE*P.O. BOX 2135 *CAPE GIRARDEAU,MO.*63702-2135*|37.14|-89.34|337|352|340|
03936||MHK||14|4979|MANHATTAN, KS|MANHATTAN MUNICIPAL AIRPORT||39.08|-96.41|1056|1043|1043|
03937|72240|LCH|07|16|5078|LAKE CHARLES, LA|MUNICIPAL AIRPORT|NAT'L WEA SVC OFC.,NOAA*500 AIRPORT BLVD #115*LAKE CHARLES, LA.*70605*|30.07|-93.14|11|11|11|
03940|72235|JAN|05|22|4472|JACKSON, MS|ALLEN C THOMPSON FIELD|NAT'L WEA SER OFC*ALLEN C. THOMPSON FIELD*P.O. BOX #5779*JACKSON, MS  39288|32.19|-90.05|294|294|294|
03945|72445|COU|02|23|1791|COLUMBIA, MO|COLUMBIA REGIONAL AIRPORT|NAT'L WEA SER OFC*RT#1 COLUMBIA REGIONAL AIRPORT*1120 AIRPORT ROAD*COLUMBIA, MO  65201-9725|38.49|-92.13|891|891|891|
03947|72446|MCI|01|23|4358|KANSAS CITY, MO|INTERNATIONAL AIRPORT|NAT'L WEA SER OFC*INTERNATIONAL AIRPORT*1236 MEXICO CITY AV.*KANSAS CITY, MO 64153|39.18|-94.43|1050|1050|1050|
03950||LAW||||LAWTON, OK|LAWTON-FORT SILL REG AP||34.34|-98.25|1110|1108|1108|
03953||JBR||||JONESBORO, AR|JONESBORO MUNICIPAL APT||35.50|-90.39|262|262|262|
03954||PWA||||OKLAHOMA CITY, OK|WILEY POST AIRPORT||35.32|-97.39|999|999|999|
03957||P28|08|14|5175|MEDICINE LODGE, KS|MEDICINE LODGE||30.17|-98.33|1540|1540|1540|
03960||CPS||||CAHOKIA/ST.LOUIS, IL|ST.LOUIS-PARKS AIRPORT||38.34|-90.1|413|413|413|
03963||JEF||||JEFFERSON CITY, MO|JEFFERSON CITY MEMORIAL||38.35|-92.1|549|573|549|
03965||SWO||||STILLWATER, OK|STILLWATER REGIONAL ARPT||36.10|-97.05|985|985|985|
03966||SUS||23|7964|CHESTERFIELD, MO|SPIRIT OF ST LOUIS ARPT.|WEATHER OFFICE - FCWOS*SPIRIT OF ST LOUIS AIRPORT*18270 EDISON AVE*CHESTERFIELD, MO. 63005-3704*      ARCHIVED BEGINGING 11/95|38.40|-90.4|462|462|473|
03967||OJC||||OLATHE, KS|OLATHE-JOHNSON CO EXE APT||38.51|-94.44|1096|1126|1126|
03971||RBD||||DALLAS, TX|REDBIRD AIRPORT||32.41|-96.52|660|660|660|
03974||AAO||14|8841|WICHITA, KS|COLONEL JAMES JABARA AIRPORT||37.45|-97.13|1420|1425|1425|
03975||POF||||POPLAR BLUFF, MO|POPLAR BUFF MUNI AIRPORT||36.46|-90.19|331|331|331|
03981||FDR||||FREDERICK, OK|FREDERICK MUNICIPAL AIRPT||34.21|-98.59|1255|1255|1255|
03991||DTO||||DENTON, TX|DENTON MUNICIPAL||33.13|-97.12|646|664|664|
03994||DMO||||SEDALIA, MO|SEDALIA MEMORIAL AIRPORT||38.42|-93.11|909|909|909|
03996||TVR||||VICKSBURG, MS|VICKSBURG/TALLULAH RGNL AP||32.21|-91.02|83|83|83|
03997||LWC||||LAWRENCE, KS|LAWRENCE MUNICIPAL AIRPORT||39.01|-95.13|832|831|831|
03998||PPF||||PARSONS, KS|TRI-CITY AIRPORT||37.20|-95.3|899|899|899|
03999||BMQ||||BURNET, TX|BURNET MUNI CRADDOCK FIELD||30.44|-98.14|1288|1288|1288|
04109||P69||||LOWELL, ID|LOWELL AIRPORT||46.08|-115.36|1575|1575|1575|
04110||JER||||JEROME, ID|JEROME COUNTY AIRPORT||42.44|-114.28|4047|4047|4047|
04111||EVW||||EVANSTON, WY|UINTA COUNTY BURNS AIRPT||41.16|-111.02|7163|7163|7163|
04112||SNT||||STANLEY, ID|STANLEY RANGER STATION||44.10|-114.56|6495|6495|6495|
04113||HRI||||HERMISTON, OR|HERMISTON MUNICIPAL AIRPT||45.50|-119.16|641|641|641|
04114||LLJ||||CHALLIS, ID|CHALLIS AIRPORT||41.31|-114.13|5033|5033|5033|
04201||SPB||||SCAPPOOSE, OR|SCAPPOOSE INDUSTRIAL ARPT||45.46|-122.52|55|55|55|
04725|72515|BGM|02|30|0687|BINGHAMTON, NY|BROOME COUNTY AIRPORT| NAT'L   WEA SER OFC*BOX 18, EDWIN LINK FIELD*JOHNSON CITY, NY  13790*|42.13|-75.59|1615|1615|1615|
04751||BFD|10|36|0865|BRADFORD, PA|BRADFORD REGIONAL AIRPORT|FLIGHT SERVICE STA/FAA*BRADFORD MCKEAN AIRPORT*BRADFORD, PA.*06701*|41.48|-78.38|2123|2150|2125|
04780||FIT||||FITCHBURG, MA|FITCHBURG MUNICIPAL ARPT||42.33|-71.46|340|340|340|
04781||ISP|04|30|4130|ISLIP, NY|LONG ISLAND MACARTHUR APT|FAA/AFSS*150 ARRIVAL AVE*LONG ISLAND MCARTHUR AP*RONKONKOMA NY.11779*|40.47|-73.06|99|99|99|
04789||MGJ||||MONTGOMERY, NY|MONTGOMERY ORANGE CNY APT||41.31|-74.16|354|354|354|
04803||RHI||||RHINELANDER, WI|RHINELANDER-ONEIDA CO APT||45.38|-89.28|1623|1623|1623|
04804||OSU||||COLUMBUS, OH|OHIO STATE UNIV AIRPORT||40.05|-83.05|906|906|906|
04808||ARR||||AURORA, IL|AURORA MUNICIPAL AIRPORT||41.46|-88.29|706|706|706|
04826||ISW||||WISCONSIN RAPIDS, WI|ALEXANDER FD S WOOD CO APT||44.22|-89.5|1021|1009|1009|
04836||FVE||||FRENCHVILLE, ME|NORTH AROOSTOOK REGIONAL||47.17|-68.19|988|988|988|
04838||PWK||||CHICAGO/WHEELING, IL|PAL-WAUKEE AP||42.07|-87.54|647|666|666|
04839||BIV||||HOLLAND, MI|HOLLAND TULIP CITY AIRPORT||42.45|-86.06|688|688|685|
04840||FLD||||FOND DU LAC, WI|FOND DU LAC COUNTY AIRPORT||43.46|-88.29|807|807|807|
04841||SBM||||SHEBOYGAN, WI|SHEBOYGAN COUNTY MEM AP||43.46|-87.51|749|749|749|
04842||BJJ||||WOOSTER, OH|WAYNE COUNTY AIRPORT||40.52|-81.53|1137|1137|1137|
04843||GKJ||||MEADVILLE, PA|PORT MEADVILLE AIRPORT||41.38|-80.13|1400|1400|1400|
04845||ENW||||KENOSHA, WI|KENOSHA REGIONAL AIRPORT||42.36|-87.56|721|721|721|
04846||VPZ||||VALPARIASO, IN|PORTOR COUNTY MINI AIRP||41.27|-87.01|770|770|770|
04847||ADG||||ADRIAN, MI|ADRIAN LENAWEE COUNTY APT||41.52|-84.05|798|798|798|
04848||TDZ||||TOLEDO, OH|TOLEDO METCALF FIELD||41.34|-83.29|622|622|622|
04849||LPR||||LORAIN/ELYRIA, OH|LORAIN COUNTY AIRPORT||41.11|-82.11|794|794|794|
04850||AOH||||LIMA, OH|LIMA ALLEN COUNTY AIRPORT||40.43|-84.02|975|975|975|
04851||DFI||||DEFIANCE, OH|DEFIANCE MEMORIAL AIRPORT||41.20|-84.26|708|708|708|
04852||PHD||||NEW PHILADELPHIA, OH|HARRY CLEVER FIELD||40.28|-81.25|895|895|895|
04853||BKL||||CLEVELAND, OH|CLEVELAND BURKE LAKEFNT AP||41.31|-81.41|584|584|584|
04854||GLR||||GAYLORD, MI|OTSEGO COUNTY AIRPORT||45.01|-84.42|1328|1328|1328|
04855||MNN||||MARION, OH|MARION MUNICIPAL AIRPORT||40.37|-83.04|994|994|994|
04856||P75||||MANISTIQUE, MI|MANISTIQUE||45.57|-86.14|584|584|584|
04857||HZY||||ASHTABULA, OH|ASHTABULA COUNTY AIRPORT||41.47|-80.42|923|923|923|
04858||VTA||||NEWARK, OH|NEWARK HEATH AIRPORT||40.01|-82.28|884|884|884|
11640||STT|01|67|8905|CHARLOTTE A. (ST THOMAS), VI|CYRIL E KING INTNAL ARPT||18.20|-64.58|24|24|24|
11641|78526|SJU|01|66|8812|SAN JUAN, PR|ISLA VERDE INTL AIRPORT|NAT'L WEA SER FCST OFC*4000 CARR. 190*CAROLINA,PUERTO RICO*00979*|18.26|-66|69|69|69|
12812||PGD||||PUNTA GORDA, FL|CHARLOTTE COUNTY AIRPORT||26.55|-81.59|25|25|25|
12815|72205|MCO|03|08|6628|ORLANDO, FL|INTERNATIONAL AIRPORT|NAT'L WEA SER OFC*5390 BEAR RD,SUITE 100*ORLANDO FL*32812*|28.26|-81.19|96|96|96|
12816||GNV|02|08|3326|GAINESVILLE, FL|REGIONAL AIRPORT||29.41|-82.16|152|152|152|
12818||BKV||||BROOKSVILLE, FL|HERNANDO COUNTY||28.28|-82.27|76|66|66|
12819||LEE||||LEESBURG, FL|LEESBURG REGIONAL AIRPT||28.49|-81.49|77|77|77|
12832|72220|AQQ|01|08|0211|APALACHICOLA, FL|APALACHICOLA||29.44|-85.02|20|20|20|
12833||CTY||||CROSS CITY, FL|CROSS CITY AIRPORT||29.33|-83.07|42|42|42|
12834|722056|DAB|03|08|2158|DAYTONA BEACH, FL|INTERNATIONAL AIRPORT|NAT'L WEA SER OFC*1580 AVIATION CENTER PARKWAY*DAYTONA BEACH, FL   32014-3801|29.11|-81.04|32|32|32|
12835|72210|FMY|05|08|3186|FORT MYERS, FL|PAGE FIELD|CONTRACT WEATHER OFFICE*4686 TERMINAL DRIVE SE*FT MYERS, FL.*33907*|26.35|-81.52|18|18|18|
12836|72201|EYW|07|08|4570|KEY WEST, FL|INTERNATIONAL AIRPORT|NAT'L WEA SER OFC*INTERNATIONAL AIRPORT*KEY WEST,FL,*33040*|24.33|-81.45|19|19|19|
12839|72202|MIA|06|08|5663|MIAMI, FL|INTERNATIONAL AIRPORT|NAT'L WEA SER CONTRACT MET OBS.*ARPT MAIL FACILITY*P.O.BOX 592354*MIAMI,FL. 33159*|25.49|-80.18|27|27|27|
12841||ORL||||ORLANDO, FL|ORLANDO EXECUTIVE AIRPORT||28.33|-81.2|113|113|113|
12842|72211|TPA|04|08|8788|TAMPA, FL|INTERNATIONAL AIRPORT|NWS CONTRACT MET OBS*P.O. BOX 30100 RM214 HANGER ONE*TAMPA INT'L AIRPORT BLDG*TAMPA, FL. 33630*|27.58|-82.32|38|38|38|
12843||VRB|04|08|9214|VERO BEACH, FL|MUNICIPAL AIRPORT|AVIATION WEATHER OBSERVATORY*3400 CHEROKEE DRIVE*VERO BEACH, FL.32960*|27.39|-80.25|24|28|39|
12844|72203|PBI|06|08|9525|WEST PALM BEACH, FL|PALM BEACH INTERNATIONAL AP|NAT'L WEA SER OFC*4245 SOUTHERN BLVD.*WEST PALM BEACH, FL  33406|26.41|-80.06|22|22|22|
12849||FLL||||FORT LAUDERDALE, FL|HOLLYWOOD INTL AIRPORT||26.04|-80.09|11|11|11|
12850|722015|NQX||||KEY WEST, FL|KEY WEST NAS|NAVAL ATLANTIC METEOROLOGY AND*OCEANOGRAPHY DETACHMENT*PO BOX 9048  NAVAL AIR STATION*KEY WEST  FL  33040-5000|24.35|-81.41|6|24|24|
12854||SFB||||ORLANDO, FL|ORLANDO SANFORD AIRPORT||28.47|-81.14|55|55|55|
12871||SRQ||||SARASOTA/BRADENTON, FL|INTERNATIONAL AIRPORT||27.24|-82.34|28|28|28|
12873||PIE||||ST PETERSBURG/CLEARWATER, FL|INTERNATIONAL AIRPORT||27.55|-82.41|11|11|11|
12876||GIF||||WINTERHAVEN, FL|GILBERT||28.04|-81.45|146|144|144|
12882||OPF||||MIAMI, FL|OPA LOCKA AIRPORT||25.55|-80.17|9|9|9|
12885||FXE||||FORT LAUDERDALE, FL|EXECUTIVE AIRPORT||26.12|-80.1|14|14|14|
12888||TMB||||MIAMI, FL|KENDALL-TAMIAMI EXE APT||25.39|-80.26|10|10|10|
12889||KNAE||||PINECASTLE, FL|EXP WEAPONS RANGE||30.23|-81.38|35|35|35|
12894||RSW||||FT MYERS, FL|SOUTHWEST FL INTERN AIRPT||26.32|-81.45|31|31|31|
12895||FPR||||FORT PIERCE, FL|ST LUCIE COUNTY INTL ARPT||27.30|-80.23|26|26|26|
12896||MTH||||MARATHON, FL|MARATHON AIRPORT||24.44|-81.03|7|7|7|
12904||HRL||||HARLINGEN, TX|RIO GRANDE VALLEY INT'L AP||26.14|-97.39|36|35|35|
12912|72255|VCT|08|41|9364|VICTORIA, TX|VICTORIA REGIONAL AIRPORT|NAT'L WEA SER OFC*ROUTE 6*VICTORIA, TX 77901|28.52|-96.56|104|104|104|
12916|72231|MSY|09|16|6660|NEW ORLEANS, LA|NEW ORLEANS INT'L AIRPORT|NATIONAL WEA SERV CONT MET OBS*INTERNATIONAL AIRPORT*BOX 20026     MOISANT FIELD*NEW ORLEANS,LA 70141*|29.59|-90.15|17|17|17|
12917|72241|BPT|08|41|7174|PORT ARTHUR, TX|JEFFERSON COUNTY AIRPORT|NAT'L WEA SER OFC*BEAUMONT-PORT ARTHUR-ORANGE*RT 4,BOX 75*BEAUMONT, TX 77705|29.57|-94.01|17|17|17|
12918||HOU|08|41|4307|HOUSTON, TX|HOUSTON HOBBY AIRPORT||29.39|-95.17|47|47|47|
12919|72250|BRO|00|41|1136|BROWNSVILLE, TX|BROWNSVILLE AIRPORT|NAT'L WEA SER OFC*BROWNSVILLE INTERNATIONAL AIRPORT*700 S. MINNESOTA*BROWNSVILLE, TX  78521|25.55|-97.26|19|19|19|
12921|72253|SAT|07|41|7945|SAN ANTONIO, TX|INTERNATIONAL AIRPORT|NATIONAL WEATHER SERVICE FORECAST OFFICE*2090 AIRPORT ROAD*NEW BRAUNFELS, TX 78130|29.32|-98.28|809|809|809|
12923|72242|GLS|08|41|3430|GALVESTON, TX|SCHOLES FIELD|NAT'L WEA SER OFC*515 POST OFFICE BLDG.*GALVESTON, TX*77550*|29.16|-94.52|7|54|69|
12924|72251|CRP|07|41|2015|CORPUS CHRISTI, TX|INTERNATIONAL AIRPORT|NAT'L WEA SER OFC*INTERNATIONAL AIRPORT*RT.2, BOX 900*CORPUS CHRISTI, TX 78410|27.46|-97.31|53|53|53|
12926|722515|NGP||||CORPUS CHRISTI, TX|CORPUS CHRISTI NAS|NAVAL TRAINING METEOROLOGY AND OCEANOGRAPHY DETACHMENT * 651 BATAAN STREET SUITE 116 * CORPUS CHRISTI TX 78419-5250|27.42|-97.17|15|19|19|
12928|722516|NQI||||KINGSVILLE, TX|KINGSVILLE NAS|NAVAL TRAINING METEOROLOGY AND*OCEANOGRAPHY DETACHMENT*311 N MITSCHER AVE  SUITE 102*KINGSVILLE  TX  78363-5003|27.30|-97.49|50|58|56|
12957||PIL||||PORT ISABEL, TX|PORT ISABEL-CAMERON CO APT||26.10|-97.21|19|19|19|
12958|722316|NBG||||NEW ORLEANS, LA|NEW ORLEANS NAS|NAVAL TRAINING METEOROLOGY AND*OCEANOGRAPHY DETACHMENT*NAVAL AIR STATION*NEW ORLEANS  LA  70143-1300|29.50|-90.02|1|1|6|
12959||MFE|00|41|5702|MCALLEN, TX|MILLER INT'L AIRPORT|FCWOS-MEE-TOO-MEDIA*P.O. BOX 1866*McALESTER, OK.*74502*|26.11|-98.14|100|112|104|
12960|72243|IAH|08|41|4300|HOUSTON, TX|INTERCONTINENTAL AIRPORT|NAT'L WEA SER CONTRACT MET OBS*QUALITRON BLDG.,ROOM 342C*17795 JFK BLVD.(HOUSTON INTL AP)*HOUSTON,TX 77032*|29.59|-95.22|119|119|119|
12962||HDO||41|4256|HONDO, TX|HONDO MUNICIPAL AIRPORT|NAT'L WEA SER MET OBSY*MUNICIPAL AIRPORT*HONDO,TX*78861*|29.22|-99.1|927|915|927|
12968||P92||||SALT POINT, LA|SALT POINT||29.34|-91.32|2|2|2|
12970||SSF||||SAN ANTONIO, TX|STINSON MINICIPAL AIRPORT||29.20|-98.28|577|577|577|
12971||BAZ||||NEW BRAUNFELS, TX|NEW BRAUNFELS MUNICIPAL AP||29.43|-98.03|649|640|640|
12972||RKP||||ROCKPORT, TX|ARANSAS COUNTY AIRPORTT||28.05|-97.03|25|22|22|
12974||KNOG||||ORANGE GROVE, TX|NAVAL AUXILIARY LANDING FD||27.54|-98.03|257|257|257|
12975||LVJ||||HOUSTON, TX|CLOVER FIELD||29.31|-95.14|44|44|44|
12976||LBX||||ANGLETON/LAKE JACKSON, TX|BRAZORIA COUNTY AIRPORT||29.07|-95.28|25|25|25|
13722|72306|RDU|04|31|7069|RALEIGH, NC|RALEIGH-DURHAM AIRPORT|NAT'L WEA SER FCST OFC*1005 CAPABILITY DRIVE-SUITE 300*RALEIGH, NC.*27606*|35.52|-78.47|428|428|428|
13723|72317|GSO|03|31|3630|GREENSBORO-WNSTN-SAL, NC|GREENSBORO REG. AP, NC|NAT'L WEA SER OFC*6425 AIRPORT PARKWAY*GREENSBORO, NC 27419|36.06|-79.56|905|905|905|
13729|72417|EKN|04|46|2718|ELKINS, WV|ELKINS-RANDOLPH COUNTY APT|NAT'L WEA SER OFC*RT.1 BOX 271*ELKINS,WV.*26241*|38.53|-79.51|1980|1980|1980|
13733|72410|LYH|03|44|5120|LYNCHBURG, VA|MUNICIPAL AIRPORT|NAT'L WEA SER OFC NOAA*AIRPORT TOWER BUILDING*2011 AIRPORT ROAD*LYNCHBURG,VA. 24502*|37.20|-79.13|969|969|969|
13735||MIV|02|28|5581|MILLVILLE, NJ|MILLVILLE MUNICIPAL AIRPT||39.22|-75.05|86|86|86|
13736||MGW|02|46|6202|MORGANTOWN, WV|MUNICIPAL - HART FIELD||39.38|-79.55|1248|1248|1248|
13737|72308|ORF|01|44|6139|NORFOLK, VA|INTERNATIONAL AIRPORT|NAT'L WEA SER OFC*NORFOLK INT'L AIRPORT*NORFOLK,VA*23518*|36.54|-76.11|48|48|48|
13739|72408|PHL|03|36|6889|PHILADELPHIA, PA|INTERNATIONAL AIRPORT|NWS CONTRACT MET OBS*TERMINAL BLDG, 4TH FLOOR*INTERNATIONAL AIRPORT*PHILADELPHIA, PA. 19153*|39.52|-75.14|60|60|60|
13740|72401|RIC|02|44|7201|RICHMOND, VA|R.E.BYRD INTERNATIONAL AP.|NOAA-NATIONAL WEATHER SERVICE*RIC INTL APT/EXECUTIVE TERMINAL*SANDSTON,VA. 23150-2505*|37.31|-77.19|165|165|165|
13741|72411|ROA|05|44|7285|ROANOKE, VA|WOODRUM AIRPORT|NAT'L WEA SER OFC.NOAA*ROANOKE REGNL APT-WOODRUM FIELD*ROANOKE, VA.*24012*|37.19|-79.58|1190|1190|1190|
